text,label
저녁 여섯시까지 가지면 됩니다 고객님,0
전화를 해서 문의를 한거구여 오늘 아침에는 저희가 지금 킨지가요,0
그리고 저 음식물 자체가 깡깡 얼었는데요,0
음식들 다 언단 말씀이세여 냉장실쪽 음식들이 어시나여,0
#@주소#구요 식당 오시면 되요,0
혹시 냉장고의 음식물을 보관할 장소가 있나요,0
네 수고하십니다 저희가요 아침에 티비 시청하고 있는데요,0
음식 때문에 걱정 많으실건데요 고객님,0
음식물 옮겨 놓을 다른 여유분 냉장고 있으신가요,0
그냥 저녁에 여기가 가정집이 아니라 정원이거든요,0
근데 저녁에 빨래를 좀 담가놓고 가잖아요,0
아침에 오면 물이 다 빠져있어요,0
#@이름#이고요 내일 아침 열 시 쯤에 했으면 좋겠는데요,0
네 내일 아침 열 시쯤으로 찾아보겠습니다,0
당일 아침에 저희가 전화를 또 드릴 거예요 고객님,0
그러세요 안에 음식 때문에 걱정이 많으셨겠습니다,0
저희가 열 두시부터 점심시간이라 그 전에 오시면 좋겠는데요,0
예 그때 보드를 교체했는데 그날 저녁에 증상이 똑같이 나오더라고요,0
근데 오늘 아침에 또 먹통이 돼서 전화를 드린 거에요,0
혹시 점심시간이 따로 있나요,0
네 점심시간은 따로 없긴 한데요,0
열두시면 점심시간인데 오신다구요 저는 괜찮습니다,0
오늘 아침에 아는 언니한테 청첩장이 왔길래 열어봤거든요,0
아침에 그래 가지고 이제 녹아 버릴까 봐요,0
네 제가 아침에 시스템 에어컨 난방기때문에 전화 드렸었거든요,0
예 근데 이제 전화 예약이 아니라 저희가 이제 아침에 출근했는데요,0
아침 아홉시 반이요,0
고객님 전자레인지에 음식물 찌꺼기나 기름 때가 묻어 있을 경우에는요,0
탈수도 안되고 어제 저녁부터 계속 돌려봤는데요,0
여보세요 제 밥솥이 문제가 있어서요,0
네 고객님 그러시면은 혹시 밥솥이 #@소속# 제품 맞으십니까,0
저희가 밥솥을 생산 안한지가 오 년이 넘어가지고요,0
밑에 불은 들어와있는데 위에 화면이 안 나와요 엊저녁 밤서부터요,0
전원 스위치는 들어오는데 아침에 켰는데 안 나와요,0
다시 꽂으니까 나오긴 나왔는데 오늘 아침 되니까 또 안 나와가지구요,0
네 그러고는 또 오늘 아침에는 그냥 꺼져버려 가지곤 다시 안 살아나네요,0
제가 어제 저녁에 인터넷으로 신청을 했거든요,0
기사 방문은 저녁 제일 빠른 시간이 오늘 두 시 반 가능하세요,0
네 제가 어제 밤에 꺼놨다가 지금 아침에 또 해봤어요,0
근데 어제 코드를 뽑았다가 아침에 다시 꽂았거든요 근데 똑같아요,0
네 그면 아침에 연락을드려서 약속시간은 안내토록 하겠구요,0
정확한 시간은 내일 아침 일찍 기사가 연락 좀 드리도록 할게요,0
정확한 시간은 아침에 연락드려서 안내 드리겠습니다,0
혹시 냉장고의 음식물을 보관할 장소가 있나요,0
화창한 아침입니다 #@소속# 상담원 #@이름#입니다,0
오늘 아침에 휴대폰을 떨어뜨려서 액정이 깨졌어요,0
오늘 점심쯤에 가능할까요,0
점심시간에 가능할 것 같습니다,0
음식물 쓰레기통인데 #@상품#이요,0
아니면 아침 저녁으로 먹는 건가요,0
안 된다고 아침에 가께요 이러더라구요,0
근데 아침에 직원들 그때 나 전화 드릴 때 그 사람들 직원들이 왔지요,0
네 음식물을 다른 데에다가 옮겨 놓으실 수 있나요,0
네 보통 문을 자주 여셨거나 음식물이 많이 들어 있으면요,0
냉장실 맨 윗칸에 음식물을 많이 쌓아놓으셨다거나 하신 건 아니시죠,0
점심시간에 가능할 것 같습니다,0
한 시까지만 한다고요 평일은 그냥 저녁까지 하는 거죠,0
네 평일은 오전 아홉시부터 저녁 여섯시까지 영업합니다,0
그러면 내일 혹시 저녁에도 가능한가요,0
한 서 너번은 모르겠고 어제 저녁 같은 경우에는요,0
제가 충전을 해놓고 아침에 집 앞 병원을 갔다가 왔어요,0
아침 일찍 아니면 세 시에서 다섯 시 사이가 좋을 거 같아요,0
점심 시간쯤이 좋은데요 한 시 정도에 가능한가요,0
오늘 아침에 휴대폰을 떨어뜨려서 액정이 깨졌어요,0
오늘 아침에 아는 언니한테 청첩장이 왔길래 열어봤거든요,0
화창한 아침입니다 #@소속# 상담원 #@이름#입니다,0
안녕하세요 아침부터 죄송합니다,0
기분좋은 아침입니다 #@소속# 상담원 #@이름#입니다,0
그러면 저녁 한 다섯시 가능 할까요,0
화창한 아침입니다 #@소속# 상담원 #@이름#입니다,0
주말 및 공휴일은 휴무고 점심시간은 열두 시부터 한 시까지고요,0
그렇군요 다음에는 차라리 저녁에 글 남길게요,0
화창한 아침입니다 #@소속# 상담원 #@이름#입니다,0
안녕하세요 아침부터 죄송합니다,0
화창한 아침입니다 #@소속# 상담원 #@이름#입니다,0
화창한 아침입니다 #@소속# 상담원 #@이름#입니다,0
기분 좋은 아침입니다 #@소속# 상담원 #@이름#입니다,0
다름아니라 밥솥 관련해 궁금한 게 있어서요,0
네 어제 저녁에 구매 한거라 아침에 바로 연락 드린 거에요,0
화창한 아침입니다 #@소속# 상담원 #@이름#입니다,0
네 어제 설치해주고 가셨는데 아침에 보니까 안 닫혀요,0
사용하는 밥솥 클린커버가 파손됐어요,0
기분좋은 아침입니다 #@소속# 상담원 #@이름#입니다,0
아이와 함께 오시면 요즘에 물고기 밥주기 체험도 추천드려요,0
안녕하세요 좋은 아침 #@소속# 상담사 #@이름#입니다,0
안녕하세요 좋은 아침 #@소속# 상담사 #@이름#입니다,0
안녕하세요 좋은 아침  상담사 #@이름#입니다,0
안녕하세요 좋은 아침 #@소속# 상담사 #@이름#입니다,0
안녕하세요 좋은 아침 #@소속# 상담사 #@이름#입니다,0
안녕하세요 좋은 아침 #@소속# 상담사 #@이름#입니다,0
안녕하세요 기분 좋은 아침 #@소속# 상담사 #@이름#입니다,0
안녕하세요 기분 좋은 아침 #@소속# 상담사 #@이름#입니다,0
네 오전 아홉시부터 저녁 일곱시까지 합니다,0
안녕하세요 기분 좋은 아침 #@소속# 상담사 #@이름#입니다,0
안녕하세요 기분 좋은 아침 #@소속# 상담사 #@이름#입니다,0
안녕하세요 기분 좋은 아침 #@소속# 상담사 #@이름#입니다,0
안녕하세요 기분 좋은 아침 #@소속# 상담사 #@이름#입니다,0
안녕하세요 기분 좋은 아침 #@소속# 상담사 #@이름#입니다,0
안녕하세요 기분 좋은 아침 #@소속# 상담사 #@이름#입니다,0
안녕하세요 기분 좋은 아침 #@소속# 상담사 #@이름#입니다,0
안녕하세요 상쾌한 아침 #@소속# 상담사 #@이름#입니다,0
네 #@기타#은 네 시간 정도 진행되고요 저녁 8시쯤 끝납니다,0
네 혹시 그 안에 식당 같은 것이 있나요,0
네 아침 아홉시부터 하절기는 여섯시 동절기는 다섯시예요,0
네 10월 16일 토요일 저녁 7시입니다,0
네 안녕하세요 #@기타#에서 식사가 가능한가요,0
네 고객님 #@기타#에 구내식당이 있습니다,0
그래요 혹시 외부 음식 반입이 가능한가요,0
외부 음식은 반입할 수 없습니다,0
네 그 정도는 가능하지만 음료나 음식물은 안 되는 걸로 알고 있어요,0
그러면 식사나 차량이 제공되는 건가요,0
네 식사 숙박 차량 가이드 입장료 체험이 모두 패키지입니다,0
11시 40분에 만나서 점심 먹고 시작합니다,0
네 둘째날은 여덟시 십 분에 모여서 아침식사 후 시작합니다,0
네 그러면 식사는 각자하는 건가요,0
네 자유식사고 투어를 마치면 원하는 장소에 내려드립니다,0
네 숙박과 식사가 다 제공되는 건가요,0
네 그렇군요 식사는 제공되나요,0
네 식사 시간은 드리고 자유 식사입니다,0
고구마캐기 비빔밥먹기 짚풀공방 등이 있습니다,0
매실로 음식 만들기도 하나요,0
 화창한 아침을 여는 #@소속# #@이름# 입니다,0
 기분 좋은 아침의 #@소속# 상담 센터 입니다,0
 저희가 점심 시간에 도착할 것 같은데요,0
 혹시 점심 시간 때는 입장을 못하나요,0
 따로 점심 시간은 없습니다,0
 그럼 점심 시간에 문 닫을 일은 없다는 거죠,0
 기분 좋은 아침입니다 #@소속#안내 센터 #@이름# 입니다,0
 화창한 아침의 #@소속# 안내 센터 #@이름#입니다,0
 기분좋은 아침 입니다 #@소속# 안내 센터 입니다,0
 기분 좋은 아침의 #@소속# 안내 센터 #@이름#입니다,0
 화창한 아침을 여는 #@소속# 안내 센터 입니다,0
 기분 좋은 아침입니다 #@소속# #@이름#상담원 입니다,0
 기분 좋은 아침입니다 #@소속# 상담원 #@이름#입니다,0
 기분 좋은 아침을 여는 #@소속# 상담원 #@이름#입니다,0
 저녁에 즐길 수 있는 축제라니 벌써부터 설레네요,0
 아침 저녁으로 쌀쌀하니 건강 잘 챙기시길 바랍니다,0
 낮에 봐도 멋진 곳들인데 저녁에 볼 수 있다니 더욱 기대되네요,0
 화창한 아침에 인사드립니다 #@소속# 안내 센터 입니다,0
 기분 좋은 아침을 시작하는 #@소속# #@이름#상담원 입니다,0
 감사합니다 아침 저녁으로 쌀쌀하니 건강 잘 챙기시길 바라겠습니다,0
 화창한 아침입니다 #@소속# 상담원 #@이름#입니다,0
그렇게 많이 보려면 아침부터 부지런히 움직여야겠네요,0
네 바쁘시겠지만 아침부터 보시면 당일코스로 다 보실 수 있습니다,0
전문가이드 이동서비스 대아울릉리조트2박 식사비 유람선비가 포함됐습니다,0
#@기타#에 음식을 가지고 탈 수 있는지요,0
깨질 수 있는 병이나 흐르는 음식은 불가능합니다,0
만남의 장소는 국립중앙박물관 거울못식당 앞입니다,0
점심시간 12시이고 1시부터 다시 해설이 시작됩니다,0
#@소속#에서 맛있는 전통음식 맛보세요 상담원 #@이름#이었습니다,0
경리단길 이태원패션거리 세계음식문화거리 우사단길 코스입니다,0
그럼 식사를 해야 하나요,0
식사하지 않으셔도 한국의 전통미와 서양식 건축의 조화를  있습니다,0
중앙시장과 전두시장 구경하시면서 점심 드시면 좋을 것 같습니다,0
  그럼 아침에 예쁜 일출도 볼 수 있겠네요,0
 네 저녁 7시 30분입니다,0
 네 아침 일찍 일출부터 늦게 야경까지 즐기실 수 있으세요,0
네 저녁 5시30분부터 7시30분까지 진행될 예정입니다,0
혹시 비비큐 외에 다른 음식도 다 포함된 가격인가요,0
혹시 섬안에 식당에도 데리고 갈 수 있는 곳이 있을까요,0
야외 테라스석이 준비되어 있는 식당에서는 편안하게 이용 가능하십니다,0
네 저 피크닉세트가 궁금해서요 이게 음식도 포함된 건가요,0
네 음식이나 음료는 포함되지 않습니다,0
좋은 아침입니다  #@소속# #@이름#입니다,0
좋은 아침입니다  #@소속# #@이름#입니다,0
좋은 아침입니다 춘천여행의 안내자 상담원 #@이름#입니다,0
좋은 아침입니다 #@소속# #@이름#입니다,0
좋은 아침입니다 #@소속# #@이름#입니다 무엇을 도와 드릴까요,0
편의시설은요 주차장이나 식당 같은 것도 있나요,0
그래요 저녁까지 있을 생각하고 가야겠네요 감사합니다,0
1인당이 아니고 가족당이에요 숙박비랑 식사비 다 포함인 건가요,0
네 4인 가족 기준이고요 숙박 식사 포함입니다,0
음식물은 가져가도 되나요,0
네 조리나 취사가 필요한 음식이 아니라면 반입 가능하십니다,0
일정이 1박2일이던데 숙박이나 식사도 제공되는 건가요,0
네 물론 숙박과 식사도 제공해 드립니다,0
좋은 아침입니다 #@소속# #@이름#입니다,0
좋은 아침입니다 #@소속# #@이름#입니다,0
네 거기가 아침에 몇시에 문을 여나요,0
아침에 일찍 여시네요 요금은 어떻게 되나요,0
아침 9시까지 갈 건데 가능하세요,0
아 그래요 점심도 먹고 할려면 그정도면 하루에 가능하겠네요,0
좋은 아침입니다 #@소속# #@이름#입니다,0
그럼 아침에 여는 시간은 언제죠,0
예 제가 전통음식에 관심이 많은데요,0
아 저희가 점심 먹고 들릴거라서 괜찮을 것 같네요,0
 좋은 아침입니다 #@소속# #@이름#입니다,0
 공원 내에 음식물 반입은 금지되어 있습니다,0
 근처 식당에서 사먹어야겠네요 감사해요,0
 좋은 아침입니다 알프스 하동의 #@이름#입니다,0
 십리벚꽃길에 저녁 7시부터 새벽 1시까지 경관조명이 켜져요,0
 화창한 아침입니다 #@소속# #@이름#입니다,0
 화창한 아침입니다 #@소속# #@이름#입니다,0
 좋은 아침입니다 #@소속# #@이름#입니다,0
 화창한 아침입니다 #@소속# #@이름#입니다,0
 좋은아침입니다 #@소속# #@이름#입니다,0
 그럼 아침 7시부터 10시까지 가면 되죠,0
 10시부터 저녁 5시까지입니다,0
 그럼 수목원 내에 식당이나 식사가 가능한가요,0
 죄송합니다 식당은 따로 없으며 음식물 반입도 금지입니다,0
 패키지9번 기타코스로 단체 식사까지 주문 가능한 코스입니다,0
 네 짜장밥 돈까스 등 준비가 가능하구요,0
 뗏목 체험 그리고 잉어밥주기가 있습니다,0
 뗏목 체험은 무료고 잉어밥주기는 1000원 이용료가 있습니다,0
 그렇군요 외부 음식 반입 금지라고 들었는데 영아 이유식은 가능한가요,0
 관광지 카페 맛집 등을 바코드로 이용 및 할인이 가능합니다,0
좋은 아침입니다 #@소속# #@이름# 상담사입니다,0
화창한 아침입니다 #@소속# #@이름# 상담원입니다,0
좋은 아침입니다 #@소속# #@이름# 상담사입니다,0
기분 좋은 아침입니다 #@소속# 상담원 #@이름#입니다,0
좋은 아침입니다 #@소속# #@이름# 상담사입니다,0
화창한 아침입니다 #@소속# #@이름# 상담사입니다,0
화창한 아침입니다 #@소속# #@이름# 상담사입니다,0
기분좋은 아침입니다  #@소속# 상담원 #@이름#입니다,0
혹시 거기에 도시락이나 음식물 반입이 가능한가해서요,0
아 음식물 반입은 따로 안된다는거죠 그럼,0
네 죄송합니다만 음식물은 따로 반입이 안됩니다,0
음 그럼 저녁에 느긋하게 가도 되겠군요 알려주셔서 감사해요,0
화창한 아침입니다 #@소속# #@이름# 상담사입니다,0
기분좋은 아침입니다  #@소속# #@이름#입니다,0
좋은 아침입니다 #@소속# #@이름# 상담사입니다,0
좋은 아침입니다 #@소속# #@이름# 상담사입니다,0
좋은 아침입니다 #@소속# #@이름# 상담사입니다,0
점심 지나서 하는 군요 점심 먹고 방문하면 되겠네요,0
화창한 아침입니다 #@소속# #@이름# 상담사입니다,0
 네 혹시 저녁 늦게 방문해도 괜찮을까요,0
 오전 9시부터 저녁 6시까지 관람 가능합니다,0
 오전 9시부터 저녁 6시까지 관람 가능하세요,0
 화요일부터 일요일 오전9시부터 저녁6시까지 운영하구요,0
 영월을 대표하는 음식이나 특산품 구매 가능하시구요,0
 혹시 저녁 늦게 가도 괜찮나요,0
 죽녹원은 10월 기준 저녁 6시 입장 마감되세요,0
 아무리 늦으셔도 저녁 7시전까지는 와주셔야해요,0
 음 중간에 간단하게 식사 가능한 곳 있을까요,0
저녁 일곱 시부터 아홉 시까지 두 시간 진행됩니다,0
 저희가 점심 먹고 좀 여유있게 출발하고 싶은데요,0
 우리 애들하고 아침 일찍 방문하려고 하는데요,0
 혹시 음식축제 이번 가을에도 진행하나요,0
 정선토종음식축제는 매년 봄에 열립니다,0
 #@기타# 저녁 몇 시쯤 닫는지 여쭤보려고요,0
 하절기는 6시 동절기는 저녁5시 운영 마감입니다,0
 그럼 10월 말이면 저녁 5시에 닫으려나요,0
그렇군요 내일 아침에 가볼게요 감사합니다,0
네 저녁 여섯 시 전까지만 도착하시면 됩니다,0
오전 10시 대구사격장 체험 후 12시 점심 식사 하시고요,0
점심으로 수제비 만들기 체험 준비 해주시고요,0
좋은 아침입니다  #@소속# #@이름# 입니다,0
맞아요 야시장에서 식사 하시고 앞산전망대 가시는 것도 좋습니다,0
식사 후 케이블카 타는것도 좋겠네요 자세한 안내 감사합니다,0
서문야시장에서 식사 후 팔삼 타워에 갈지 앞산전망대를 갈지 고민이에요,0
정기 탐방일은 매주 금요일이고  저녁 일곱 시부터 아홉 시까지 입니다,0
#@기타#에서 배추만두 만들기 하며 점심 식사까지 하시고요,0
숙박과 식사 허브차 체험 픽업까지 포함된 상품입니다,0
삼 인은 삼십만 원 사 인은 사십만 원이고 숙박과 식사 포함 입니다,0
좋은 아침 입니다 #@소속#고객센터 상담원 #@이름# 입니다,0
마지막 코스로 메밀음식거리에서 각종 메밀 음식을 즐기실 수 있습니다,0
인근에 한국전통음식 문화체험을 할 수 있는 정강원이 있습니다,0
비빔밥 고추장 김치 등 전통음식 만들기 체험이 가능해요,0
이번엔 전통음식 만들기를 해봐야겠네요 감사해요,0
중식으로 순천밥상을 드실 거에요,0
점심 식사 이후 일정은요,0
시음은 물론 차 만들기와 차 음식 다례 체험도 가능 합니다,0
좋은 아침입니다  #@소속# #@이름# 입니다,0
식사 후 #@기타# 산책 #@기타#으로 마무리 하시고요,0
아침 식사 하시고 드라마세트장 가셔서 교복체험 하시고 점심 드세요,0
종가음식 닭장 다과상차림 주안상차림 체험이 가능 하세요,0
#@기타# 근처에 음식 만들기 체험 가능한 곳이 있다고 들었는데요,0
#@기타#이라는 곳도 치유밥상 만들기 그런 거 하나요,0
네 치유밥상 체험과 나물 만들기 체험을 함께 운영하고 있습니다,0
좋은 아침입니다 #@소속# #@이름# 입니다,0
저녁에 달빛 아래를 걸어 순천의 역사를 즐길 수 있는 문화행사에요,0
화창한 아침입니다 상담원 #@이름#입니다,0
기분 좋은 아침입니다 상담원 #@이름#입니다,0
네 저희가 안타깝게도 저녁에 운영하는 문화학교 강의는 없습니다,0
전통문화학교도 그렇고 여행 일정때문에 저녁에나 가능할 거 같은데요,0
저희가 여러 가지 여건으로 인해 저녁 강의는 어렵습니다,0
화창한 아침입니다 상담원 #@이름#입니다,0
예 그러면 밤하늘을 봐야하니까 저녁에만 이용이 가능한가요,0
그러면 굳이 방문 일정을 저녁으로 변경하지 않아도 되겠네요,0
화창한 아침입니다 상담원 #@이름#입니다,0
예 10시부터 16시까지고요 점심시간 한 시간 제외입니다,0
화창한 아침입니다 상담원 #@이름#입니다,0
운영시간에 점심시간은 제외되나요,0
네 점심시간 12시부터 1시까지 1시간 제외입니다,0
그러면 음식물 반입은 가능한가요,0
체험관에서는 음식물 반입도 금지하고 있습니다,0
기분 좋은 아침입니다 상담원 #@이름#입니다,0
탄금대 지나서 탑평리7층석탑에서 일단 점심을 드시게 되세요,0
거기 근처에서 점심을 먹는군요,0
점심은 그러면 어디에서 먹나요,0
아 저녁 일정이 비어있었는데 잘 되었네요,0
저녁 10시쯤이라고 생각하시면 됩니다,0
네 일반적으로 픽업해서 관광지 한군데 들르셔서 체험과 식사를 하시고요,0
저녁에 방문하면 무료개장 시간이 있다고 들었어요,0
네 저녁 6시부터는 무료개장 시간입니다,0
예 일단 음료수 등 음식물 반입과 애완동물 출입은 금지되어 있고요,0
화창한 아침입니다 상담원 #@이름#입니다,0
중간에 12시 부터 1시는 점심시간이니 참고 부탁 드립니다,0
기분 좋은 아침입니다 상담원 #@이름#입니다,0
5월 8일 저녁 7시부터 춘향 선발대회를 진행하고요,0
동절기 기준으로 광한루원은 아침 8시부터 저녁 8시까지 운영하고요,0
남원항공우주천문대는 아침 10시부터 저녁 9시까지 운영하고 있습니다,0
네 광한루원은 저녁 6시 이후에는 무료 개장입니다,0
네 9월 11일 금요일 저녁 8시 공연입니다,0
그러면 점심은 어디서 먹어야 하나요,0
점심도 거기서 먹고 출발하는 게 낫겠어요,0
주로 대명항에서 저녁을 드시고 홍염천까지 들렀다 가세요,0
그러면 식사하고 택시로 홍염천도 다녀와야겠네요,0
그럼 #@기타#에서 점심을 먹고 이동해야겠네요,0
아침 아홉 시부터 저녁 여섯 시까지고요 월요일은 휴관입니다,0
아침 9시부터 저녁 7시까지 운영합니다,0
기분 좋은 아침입니다 상담원 #@이름#입니다,0
아침 열 시부터 저녁 여섯 시까지 운영이 되는데요,0
십이 월부터 이 월까지는 동절기로 저녁 다섯 시까지만 운영하고 있어요,0
저녁 다섯 시고요 동절기는 네 시 입니다,0
9월 부터 10월은 아침 6시부터 저녁 6시까지 관람하실 수 있고요,0
매표는 저녁 5시까지만 가능합니다,0
기분 좋은 아침입니다 상담원 #@이름#입니다,0
네 일단 음식물 반입 음주 및 취사행위는 모두 금지시고요,0
화창한 아침입니다 상담원 #@이름#입니다,0
매일 아침 10시부터 오후 5시까지 운영하고 있습니다,0
매주 수요일부터 일요일 아침 10시 30분 부터 오후 5시까지입니다,0
 음 그렇군요 점심시간이나 자유시간은 따로 주시는 거죠,0
 점심식사 후에는 와인터널과 영국사를 관광하시게 됩니다,0
 점심식사 후에는 이원양조장과 옥천공설시장을 둘러보시게 됩니다,0
 그리고 점심식사 후에는 법주사와 보은전통시장을 관광하시게 됩니다,0
 점심식사 후에는 수주팔봉과 내포긴들마을을 방문하시게 됩니다,0
 육거리종합시장에서 시장 구경을 해보시고 또 점심식사도 하시고요,0
 점심먹고 가려고 했는데 딱이네요 소요시간은 어떻게 되나요,0
도담삼봉을 관광하시고 근처에서 점심식사를 하시는 건 어떨까요,0
목줄 착용하면 가능하군요 그리고 음식 섭취도 가능할까요,0
네 보트 위의 원탁에서 음식물 섭취를 하실 수 있으세요,0
 네 아침부터 밤까지 하루 종일 여행 코스로 안내 도와드리겠습니다,0
오전 7시 부터 저녁 9시 까지 입장 가능하고 10시에 폐장 됩니다,0
아 저녁 10시 까지면 넉넉하겠네요,0
좋은아침 입니다 #@소속# 상담원 #@이름# 입니다,0
저녁 7시 이후 부터는 차량 이동도 가능하십니다,0
아 저녁 때는 좀 곤란해서 버스나 택시를 이용할 수 밖에 없겠네요,0
좋은 아침입니다 #@소속# #@이름# 입니다,0
네 그럼 저녁에 사이트에서 예약할게요,0
네 음식같은 경우는 카페에서 주문하시면 되시고요,0
좋은 아침입니다 #@소속# 목장 상담사 #@이름# 입니다,0
화창한 아침입니다 #@소속# 목장 상담원 #@이름# 입니다,0
저녁에 올라가도 위험하진 않나요,0
아 그럼 저녁에 움직여 봐야 겠네요 감사합니다,0
기분좋은 아침입니다 #@소속# 상담사 #@이름# 입니다,0
좋은 아침입니다 #@소속# 상담원 #@이름# 입니다,0
기분 좋은 아침입니다 #@소속# 상담원 #@이름# 입니다,0
청평역 임초교 앞 아침고요수목원 을 마지막으로 방문합니다,0
그러셨군요 아침 일찍부터 저녁 늦게까지 이어지는 코스 말씀드릴게요,0
기분좋은 아침입니다 상담원 #@이름#입니다,0
아 그래요 식사나 카페 같은 것도 있나요,0
다른 상영관처럼 음식을 가지고 들어갈 수 있나요,0
오전에 보드 타고 점심 먹고 출발하면 되겠네요,0
막차 시간은 저녁 9시입니다,0
네 그렇습니다 아침 10시부터 저녁 6시까지 10분 단위로 운행하고요,0
시티투어 버스를 이용해 아침고요수목원에 하차해 걸어오시면 됩니다,0
